code,roll_no
('9509', '950918106005')
('9509', '950918106007')
('9509', '950918106008')
('9509', '950918106009')
('9509', '950918106010')
('9509', '950918106011')
('9509', '950918106012')
('9509', '950918106013')
('9509', '950918114003')
('9509', '950918114004')
('9509', '950918114007')
('9509', '950918114008')
('9509', '950918114009')
('9509', '950918114010')
('9509', '950918114012')
('9509', '950918114013')
('9509', '950918114014')
('9509', '950918114015')
('9509', '950918114017')
('9509', '950918114018')
('9509', '950918114019')
('9509', '950918114020')
('9509', '950918114021')
('9509', '950918114301')
('9509', '950918114302')
('9509', '950918114701')
('9509', '950921405001')
('9509', '950921405002')
('9509', '950921405003')
('9510', '951018101001')
('9510', '951018101002')
('9510', '951018101003')
('9510', '951018101004')
('9510', '951018101005')
('9510', '951018101006')
('9510', '951018101008')
('9510', '951018101009')
('9510', '951018101010')
('9510', '951018101011')
('9510', '951018101012')
('9510', '951018101014')
('9510', '951018101015')
('9510', '951018101016')
('9510', '951018101017')
('9510', '951018101019')
('9510', '951018101020')
('9510', '951018101021')
('9510', '951018101022')
('9510', '951018101023')
('9510', '951018101024')
('9510', '951018101025')
('9510', '951018101026')
('9510', '951018101027')
('9510', '951018101028')
('9510', '951018103004')
('9510', '951018103005')
('9510', '951018103006')
('9510', '951018103008')
('9510', '951018104001')
('9510', '951018104002')
('9510', '951018104004')
('9510', '951018104005')
('9510', '951018104006')
('9510', '951018104007')
('9510', '951018104008')
('9510', '951018104010')
('9510', '951018104013')
('9510', '951018104014')
('9510', '951018104017')
('9510', '951018105002')
('9510', '951018105003')
('9510', '951018105005')
('9510', '951018105008')
('9510', '951018105009')
('9510', '951018105010')
('9510', '951018105011')
('9510', '951018105012')
('9510', '951018105013')
('9510', '951018105014')
('9510', '951018105016')
('9510', '951018106001')
('9510', '951018106003')
('9510', '951018106005')
('9510', '951018106006')
('9510', '951018106007')
('9510', '951018106008')
('9510', '951018106011')
('9510', '951018106012')
('9510', '951018106014')
('9510', '951018114001')
('9510', '951018114002')
('9510', '951018114003')
('9510', '951018114004')
('9510', '951018114005')
('9510', '951018114007')
('9510', '951018114008')
('9510', '951018114009')
('9510', '951018114010')
('9510', '951018114011')
('9510', '951018114015')
('9510', '951018114019')
('9510', '951018114022')
('9510', '951018114024')
('9510', '951018114025')
('9510', '951018114026')
('9510', '951018114027')
('9510', '951018114301')
('9510', '951018114302')
('9510', '951021402002')
('9510', '951021405001')
('9510', '951021405002')
('9510', '951021405003')
('9510', '951021405004')
('9510', '951021405005')
('9510', '951021405006')
('9510', '951021405007')
('9510', '951021405008')
('9510', '951021405009')
('9510', '951021631001')
('9510', '951021631002')
('9510', '951021631003')
('9510', '951021631004')
('9510', '951021631005')
('9510', '951021631006')
('9510', '951021631007')
('9510', '951021631008')
('9510', '951021631009')
('9510', '951021631010')
('9510', '951021631011')
('9510', '951021631012')
('9510', '951021631013')
('9510', '951021631014')
('9510', '951021631015')
('9510', '951021631016')
('9510', '951021631017')
('9510', '951021631018')
('9510', '951021631019')
('9510', '951021631020')
('9510', '951021631021')
('9510', '951021631022')
('9510', '951021631023')
('9510', '951021631024')
('9510', '951021631025')
('9510', '951021631027')
('9510', '951021631028')
('9510', '951021631029')
('9510', '951021631030')
('9510', '951021631031')
('9510', '951021631032')
('9510', '951021631033')
('9510', '951021631034')
('9510', '951021631035')
('9510', '951021631036')
('9510', '951021631037')
('9510', '951021631038')
('9510', '951021631039')
('9510', '951021631040')
('9510', '951021631041')
('9510', '951021631042')
('9510', '951021631043')
('9510', '951021631044')
('9510', '951021631045')
('9510', '951021631046')
('9510', '951021631047')
('9510', '951021631048')
('9510', '951021631049')
('9510', '951021631051')
('9510', '951021631052')
('9510', '951021631053')
('9510', '951021631054')
('9510', '951021631055')
('9510', '951021631056')
('9510', '951021631057')
('9510', '951021631058')
('9510', '951021631060')
('9510', '951021631061')
('9510', '951020631001')
('9510', '951020631002')
('9510', '951020631004')
('9510', '951020631005')
('9510', '951020631006')
('9510', '951020631008')
('9512', '951218103001')
('9512', '951218103002')
('9512', '951218103003')
('9512', '951218103004')
('9512', '951218103005')
('9512', '951218103006')
('9512', '951218103007')
('9512', '951218103009')
('9512', '951218103010')
('9512', '951218103011')
('9512', '951218103012')
('9512', '951218103013')
('9512', '951218103014')
('9512', '951218103015')
('9512', '951218103016')
('9512', '951218103017')
('9512', '951218103018')
('9512', '951218103019')
('9512', '951218103020')
('9512', '951218103021')
('9512', '951218103022')
('9512', '951218103023')
('9512', '951218103024')
('9512', '951218103025')
('9512', '951218103302')
('9512', '951218103303')
('9512', '951218103304')
('9512', '951218103305')
('9512', '951218103306')
('9512', '951218103307')
('9512', '951218104001')
('9512', '951218104002')
('9512', '951218104003')
('9512', '951218104004')
('9512', '951218104006')
('9512', '951218104007')
('9512', '951218104008')
('9512', '951218104009')
('9512', '951218104010')
('9512', '951218104011')
('9512', '951218104012')
('9512', '951218104013')
('9512', '951218104014')
('9512', '951218104015')
('9512', '951218104016')
('9512', '951218104017')
('9512', '951218104018')
('9512', '951218104020')
('9512', '951218104021')
('9512', '951218104022')
('9512', '951218104023')
('9512', '951218104025')
('9512', '951218104026')
('9512', '951218104027')
('9512', '951218104028')
('9512', '951218104029')
('9512', '951218104030')
('9512', '951218104031')
('9512', '951218104032')
('9512', '951218104033')
('9512', '951218104034')
('9512', '951218104035')
('9512', '951218104036')
('9512', '951218104037')
('9512', '951218104038')
('9512', '951218104039')
('9512', '951218104040')
('9512', '951218104041')
('9512', '951218104042')
('9512', '951218104043')
('9512', '951218104044')
('9512', '951218104045')
('9512', '951218104046')
('9512', '951218104047')
('9512', '951218104048')
('9512', '951218104049')
('9512', '951218104050')
('9512', '951218104051')
('9512', '951218104052')
('9512', '951218104053')
('9512', '951218104054')
('9512', '951218104301')
('9512', '951218104302')
('9512', '951218105001')
('9512', '951218105002')
('9512', '951218105003')
('9512', '951218105004')
('9512', '951218105005')
('9512', '951218105006')
('9512', '951218105007')
('9512', '951218105008')
('9512', '951218105009')
('9512', '951218105010')
('9512', '951218105011')
('9512', '951218105012')
('9512', '951218105013')
('9512', '951218105014')
('9512', '951218105015')
('9512', '951218105016')
('9512', '951218105017')
('9512', '951218105018')
('9512', '951218105019')
('9512', '951218105020')
('9512', '951218105021')
('9512', '951218105022')
('9512', '951218105024')
('9512', '951218105025')
('9512', '951218105026')
('9512', '951218105028')
('9512', '951218105029')
('9512', '951218105030')
('9512', '951218105031')
('9512', '951218105033')
('9512', '951218105034')
('9512', '951218105035')
('9512', '951218105036')
('9512', '951218105301')
('9512', '951218105302')
('9512', '951218105304')
('9512', '951218105305')
('9512', '951218105306')
('9512', '951218106001')
('9512', '951218106002')
('9512', '951218106003')
('9512', '951218106004')
('9512', '951218106005')
('9512', '951218106007')
('9512', '951218106008')
('9512', '951218106009')
('9512', '951218106011')
('9512', '951218106012')
('9512', '951218106013')
('9512', '951218106014')
('9512', '951218106015')
('9512', '951218106016')
('9512', '951218106017')
('9512', '951218106018')
('9512', '951218106019')
('9512', '951218106021')
('9512', '951218106022')
('9512', '951218106023')
('9512', '951218106024')
('9512', '951218106025')
('9512', '951218106027')
('9512', '951218106028')
('9512', '951218106029')
('9512', '951218106030')
('9512', '951218106031')
('9512', '951218106032')
('9512', '951218106033')
('9512', '951218106034')
('9512', '951218106035')
('9512', '951218106036')
('9512', '951218106037')
('9512', '951218106038')
('9512', '951218106039')
('9512', '951218106040')
('9512', '951218106041')
('9512', '951218106043')
('9512', '951218106044')
('9512', '951218106045')
('9512', '951218106046')
('9512', '951218106047')
('9512', '951218106048')
('9512', '951218106049')
('9512', '951218106050')
('9512', '951218106051')
('9512', '951218106052')
('9512', '951218106053')
('9512', '951218106055')
('9512', '951218106056')
('9512', '951218106057')
('9512', '951218106058')
('9512', '951218106059')
('9512', '951218106060')
('9512', '951218106061')
('9512', '951218106062')
('9512', '951218106063')
('9512', '951218106064')
('9512', '951218106066')
('9512', '951218106067')
('9512', '951218106068')
('9512', '951218106301')
('9512', '951218106701')
('9512', '951218114001')
('9512', '951218114002')
('9512', '951218114003')
('9512', '951218114004')
('9512', '951218114005')
('9512', '951218114006')
('9512', '951218114007')
('9512', '951218114008')
('9512', '951218114009')
('9512', '951218114010')
('9512', '951218114011')
('9512', '951218114012')
('9512', '951218114013')
('9512', '951218114014')
('9512', '951218114015')
('9512', '951218114016')
('9512', '951218114018')
('9512', '951218114019')
('9512', '951218114020')
('9512', '951218114021')
('9512', '951218114022')
('9512', '951218114023')
('9512', '951218114024')
('9512', '951218114025')
('9512', '951218114026')
('9512', '951218114027')
('9512', '951218114028')
('9512', '951218114029')
('9512', '951218114030')
('9512', '951218114031')
('9512', '951218114032')
('9512', '951218114033')
('9512', '951218114034')
('9512', '951218114035')
('9512', '951218114037')
('9512', '951218114039')
('9512', '951218114040')
('9512', '951218114041')
('9512', '951218114043')
('9512', '951218114044')
('9512', '951218114045')
('9512', '951218114046')
('9512', '951218114047')
('9512', '951218114048')
('9512', '951218114051')
('9512', '951218114053')
('9512', '951218114054')
('9512', '951218114055')
('9512', '951218114056')
('9512', '951218114057')
('9512', '951218114058')
('9512', '951218114059')
('9512', '951218114060')
('9512', '951218114061')
('9512', '951218114062')
('9512', '951218114064')
('9512', '951218114065')
('9512', '951218114301')
('9512', '951218114304')
('9512', '951218114305')
('9512', '951218114306')
('9512', '951218114307')
('9512', '951218114308')
('9513', '951320104308')
('9513', '951320104311')
('9513', '951318104001')
('9513', '951318104003')
('9513', '951318104006')
('9513', '951318104007')
('9513', '951318104009')
('9513', '951318104010')
('9513', '951318104012')
('9513', '951318104013')
('9513', '951318104014')
('9513', '951318104015')
('9513', '951318104016')
('9513', '951318104017')
('9513', '951318104018')
('9513', '951318104019')
('9513', '951318104020')
('9513', '951318104021')
('9513', '951318104023')
('9513', '951318104024')
('9513', '951318104025')
('9513', '951318104026')
('9513', '951318104028')
('9513', '951318104029')
('9513', '951318104030')
('9513', '951318104031')
('9513', '951318104032')
('9513', '951318104033')
('9513', '951318104034')
('9513', '951318104035')
('9513', '951318104036')
('9513', '951318104037')
('9513', '951318104038')
('9513', '951318104040')
('9513', '951318104041')
('9513', '951318104042')
('9513', '951318104043')
('9513', '951318104046')
('9513', '951318104047')
('9513', '951318104048')
('9513', '951318104049')
('9513', '951318104050')
('9513', '951318104051')
('9513', '951318104052')
('9513', '951318104053')
('9513', '951318104054')
('9513', '951318104055')
('9513', '951318104057')
('9513', '951318104058')
('9513', '951318104059')
('9513', '951318104060')
('9513', '951318104301')
('9513', '951318104302')
('9513', '951318106002')
('9513', '951318106003')
('9513', '951318106004')
('9513', '951318106006')
('9513', '951318106007')
('9513', '951318106008')
('9513', '951318106009')
('9513', '951318106010')
('9513', '951318106011')
('9513', '951318106012')
('9513', '951318106014')
('9513', '951318106015')
('9513', '951318106016')
('9513', '951318106018')
('9513', '951318106019')
('9513', '951318106020')
('9513', '951318106021')
('9513', '951318106022')
('9513', '951318106023')
('9513', '951318106025')
('9513', '951318106026')
('9513', '951318106027')
('9513', '951318106028')
('9513', '951318106029')
('9513', '951318106030')
('9513', '951318106031')
('9513', '951318106032')
('9513', '951318106033')
('9513', '951318106034')
('9513', '951318106035')
('9513', '951318106037')
('9513', '951318106038')
('9513', '951318106040')
('9513', '951318106041')
('9513', '951318106042')
('9513', '951318106043')
('9513', '951318106044')
('9513', '951318106045')
('9513', '951318106047')
('9513', '951318106048')
('9513', '951318106049')
('9513', '951318106050')
('9513', '951318106051')
('9513', '951318106052')
('9513', '951318106053')
('9513', '951318106055')
('9513', '951318106056')
('9513', '951318106057')
('9513', '951318106058')
('9513', '951318106060')
('9513', '951318106061')
('9513', '951318106062')
('9513', '951318106063')
('9513', '951318106064')
('9513', '951318106065')
('9513', '951318106066')
('9513', '951318106067')
('9513', '951318106068')
('9513', '951318106069')
('9513', '951318106070')
('9513', '951318106071')
('9513', '951318106072')
('9513', '951318106073')
('9513', '951318106074')
('9513', '951318106075')
('9513', '951318106077')
('9513', '951318106079')
('9513', '951318106301')
('9513', '951318106302')
('9513', '951318106501')
('9513', '951321205022')
('9513', '951318205001')
('9513', '951318205002')
('9513', '951318205003')
('9513', '951318205004')
('9513', '951318205005')
('9513', '951318205006')
('9513', '951318205007')
('9513', '951318205010')
('9513', '951318205011')
('9513', '951318205012')
('9513', '951318205013')
('9513', '951318205015')
('9513', '951318205017')
('9513', '951318205018')
('9513', '951318205020')
('9513', '951318205021')
('9513', '951318205022')
('9513', '951318205023')
('9513', '951318205025')
('9513', '951318205026')
('9513', '951318205029')
('9513', '951318205031')
('9513', '951318205032')
('9513', '951318205035')
('9513', '951318205036')
('9513', '951318205038')
('9513', '951318205039')
('9513', '951318205040')
('9513', '951318205041')
('9513', '951318205042')
('9513', '951318205043')
('9513', '951318205044')
('9513', '951318205045')
('9513', '951318205046')
('9513', '951318205047')
('9513', '951318205048')
('9513', '951318205049')
('9513', '951318205050')
('9513', '951318205051')
('9513', '951318205052')
('9513', '951318205053')
('9513', '951318205054')
('9513', '951318205055')
('9513', '951318205056')
('9513', '951318205059')
('9513', '951318205060')
('9513', '951318205062')
('9513', '951318205063')
('9513', '951318205064')
('9513', '951318205065')
('9513', '951318205066')
('9513', '951318205067')
('9513', '951318205068')
('9513', '951318205069')
('9513', '951318205070')
('9513', '951318205071')
('9513', '951318205072')
('9513', '951318205073')
('9513', '951318205074')
('9513', '951318205075')
('9513', '951318205076')
('9513', '951318205077')
('9513', '951318205079')
('9513', '951318205080')
('9513', '951318205081')
('9513', '951318205082')
('9516', '951618103002')
('9516', '951618103003')
('9516', '951618103004')
('9516', '951618104001')
('9516', '951618104002')
('9516', '951618104003')
('9516', '951618104004')
('9516', '951618104008')
('9516', '951618104009')
('9516', '951618105301')
('9516', '951618105302')
('9516', '951618106003')
('9516', '951618114002')
('9516', '951618114003')
('9516', '951618114004')
('9518', '951820103302')
('9518', '951818103001')
('9518', '951818103002')
('9518', '951818103301')
('9518', '951818103302')
('9518', '951818104002')
('9518', '951818104003')
('9518', '951818104004')
('9518', '951818104005')
('9518', '951818104006')
('9518', '951818104007')
('9518', '951818104008')
('9518', '951818104009')
('9518', '951818104010')
('9518', '951818104012')
('9518', '951818104013')
('9518', '951818104014')
('9518', '951818104015')
('9518', '951818104016')
('9518', '951818104017')
('9518', '951818104018')
('9518', '951818104019')
('9518', '951818104020')
('9518', '951818104021')
('9518', '951818104023')
('9518', '951818104025')
('9518', '951818104026')
('9518', '951818104027')
('9518', '951818104301')
('9518', '951820105013')
('9518', '951818105001')
('9518', '951818105002')
('9518', '951818105003')
('9518', '951818105004')
('9518', '951818105005')
('9518', '951818105006')
('9518', '951818105008')
('9518', '951818105011')
('9518', '951818105012')
('9518', '951818105014')
('9518', '951818105015')
('9518', '951818105016')
('9518', '951818105017')
('9518', '951818105018')
('9518', '951818105019')
('9518', '951818105020')
('9518', '951818105301')
('9518', '951818105302')
('9518', '951818105303')
('9518', '951818105304')
('9518', '951820106012')
('9518', '951818106001')
('9518', '951818106002')
('9518', '951818106003')
('9518', '951818106004')
('9518', '951818106005')
('9518', '951818106006')
('9518', '951818106007')
('9518', '951818106008')
('9518', '951818106009')
('9518', '951818106010')
('9518', '951818106011')
('9518', '951818106013')
('9518', '951818114001')
('9518', '951818114002')
('9518', '951818114003')
('9518', '951818114004')
('9518', '951818114006')
('9518', '951818114007')
('9518', '951818114008')
('9518', '951818114009')
('9518', '951818114010')
('9518', '951818114012')
('9518', '951818114013')
('9518', '951818114015')
('9518', '951818114016')
('9518', '951818114301')
('9518', '951818114302')
('9518', '951818114303')
('9518', '951818114304')
('9518', '951818114305')
('9518', '951818114306')
('9518', '951818114701')
('9520', '952018104001')
('9520', '952018104002')
('9520', '952018104003')
('9520', '952018104004')
('9520', '952018104006')
('9520', '952018104009')
('9520', '952018104011')
('9520', '952018104012')
('9520', '952018104013')
('9520', '952018104016')
('9520', '952018104017')
('9520', '952018104018')
('9520', '952018104019')
('9520', '952018104021')
('9520', '952018104022')
('9520', '952018104023')
('9520', '952018104025')
('9520', '952018104026')
('9520', '952018104027')
('9520', '952018104028')
('9520', '952018104030')
('9520', '952018104031')
('9520', '952018104033')
('9520', '952018104034')
('9520', '952018104037')
('9520', '952018104038')
('9520', '952018104701')
('9520', '952018104701')
('9520', '952018105002')
('9520', '952018105003')
('9520', '952018105004')
('9520', '952018105008')
('9520', '952018106002')
('9520', '952018106010')
('9520', '952018106011')
('9520', '952018106018')
('9520', '952018106021')
('9520', '952018106022')
('9520', '952018106023')
('9520', '952018106024')
('9520', '952018106025')
('9520', '952018106027')
('9520', '952018106032')
('9520', '952018106035')
('9520', '952018106036')
('9523', '952318102002')
('9523', '952318102003')
('9523', '952318102004')
('9523', '952318103001')
('9523', '952318103002')
('9523', '952318103003')
('9523', '952318103005')
('9523', '952318103006')
('9523', '952318103007')
('9523', '952318103009')
('9523', '952318103010')
('9523', '952318103012')
('9523', '952318103013')
('9523', '952318104001')
('9523', '952318104002')
('9523', '952318104004')
('9523', '952318104009')
('9523', '952318104012')
('9523', '952318104014')
('9523', '952318104015')
('9523', '952318104016')
('9523', '952318104018')
('9523', '952318104019')
('9523', '952318104022')
('9523', '952318104023')
('9523', '952318104025')
('9523', '952318104701')
('9523', '952318106001')
('9523', '952318106002')
('9523', '952318106003')
('9523', '952318106004')
('9523', '952318106005')
('9523', '952318106007')
('9523', '952318106008')
('9523', '952318106009')
('9523', '952318106012')
('9523', '952318106013')
('9523', '952318106014')
('9523', '952318106015')
('9523', '952318106016')
('9523', '952318106017')
('9523', '952318106018')
('9523', '952318106020')
('9523', '952318106021')
('9523', '952318114003')
('9523', '952318114006')
('9523', '952318114007')
('9523', '952318114009')
('9523', '952318114011')
('9523', '952318114013')
('9523', '952318114016')
('9523', '952318114018')
('9523', '952318114019')
('9523', '952318114021')
('9523', '952318114023')
('9523', '952318114027')
('9523', '952318114028')
('9523', '952318114029')
('9523', '952318114030')
('9523', '952318114031')
('9523', '952318114032')
('9523', '952318114033')
('9523', '952318114034')
('9523', '952318114035')
('9523', '952318114037')
('9523', '952318114039')
('9523', '952318114301')
('9523', '952318116002')
('9523', '952318116003')
('9523', '952318116007')
('9523', '952318116008')
('9523', '952318116009')
('9523', '952318116010')
('9523', '952318116011')
('9523', '952318205001')
('9523', '952318205002')
('9523', '952318205003')
('9523', '952318205004')
('9523', '952318205005')
('9523', '952318205008')
('9523', '952318205009')
('9523', '952318205010')
('9523', '952318205011')
('9523', '952318205013')
('9523', '952318205015')
('9523', '952318205016')
('9523', '952318205018')
('9523', '952318205019')
('9523', '952318205020')
('9523', '952318205021')
('9523', '952318205022')
('9523', '952318205023')
('9523', '952318205025')
('9523', '952321405001')
('9523', '952321405002')
('9523', '952321405003')
('9523', '952321405004')
('9523', '952321405005')
('9523', '952321405006')
('9523', '952321405007')
('9523', '952321405008')
('9523', '952321405009')
('9523', '952321405010')
('9523', '952320405002')
('9523', '952320405004')
('9523', '952321413001')
('9523', '952321413002')
('9523', '952321413003')
('9523', '952321413004')
('9523', '952321413005')
('9523', '952321413006')
('9523', '952321413007')
('9523', '952321413008')
('9523', '952321413009')
('9523', '952321413010')
('9523', '952321413011')
('9523', '952321413012')
('9523', '952321413013')
('9523', '952321413014')
('9523', '952321413016')
('9523', '952321413017')
('9523', '952321413018')
('9523', '952320413001')
('9523', '952320413002')
('9523', '952320413003')
('9523', '952320413004')
('9523', '952320413005')
('9523', '952320413006')
('9523', '952320413007')
('9523', '952320413008')
('9523', '952320413009')
('9523', '952320413010')
('9523', '952320413011')
('9523', '952320413014')
('9523', '952320413015')
('9523', '952320413016')
('9523', '952320413017')
('9523', '952320413018')
('9523', '952321419001')
('9523', '952321419002')
('9523', '952321419003')
('9523', '952321419004')
('9523', '952321419005')
('9523', '952321419006')
('9523', '952321419007')
('9523', '952321419008')
('9523', '952321419009')
('9523', '952321419010')
('9523', '952321419011')
('9523', '952321419012')
('9523', '952320419001')
('9523', '952320419002')
('9523', '952320419003')
('9523', '952320419004')
('9523', '952320419005')
('9523', '952320419007')
('9523', '952321448001')
('9523', '952321448003')
('9523', '952321448004')
('9523', '952321448005')
('9523', '952321448006')
('9523', '952321448007')
('9523', '952321448008')
('9523', '952321448010')
('9523', '952321448011')
('9523', '952320448002')
('9523', '952320448004')
('9523', '952320448006')
('9523', '952320448009')
('9523', '952320448010')
('9523', '952320448012')
('9523', '952320448013')
('9523', '952320492001')
('9523', '952321631001')
('9523', '952321631002')
('9523', '952321631003')
('9523', '952321631004')
('9523', '952321631005')
('9523', '952321631006')
('9523', '952321631007')
('9523', '952321631008')
('9523', '952321631009')
('9523', '952321631010')
('9523', '952321631011')
('9523', '952321631012')
('9523', '952321631013')
('9523', '952321631014')
('9523', '952321631015')
('9523', '952321631016')
('9523', '952321631017')
('9523', '952321631018')
('9523', '952321631019')
('9523', '952321631020')
('9523', '952321631021')
('9523', '952321631022')
('9523', '952321631023')
('9523', '952321631024')
('9523', '952321631025')
('9523', '952321631026')
('9523', '952321631027')
('9523', '952321631028')
('9523', '952321631029')
('9523', '952321631030')
('9523', '952321631031')
('9523', '952321631032')
('9523', '952321631033')
('9523', '952321631034')
('9523', '952321631035')
('9523', '952321631036')
('9523', '952321631038')
('9523', '952321631039')
('9523', '952321631040')
('9523', '952321631041')
('9523', '952321631042')
('9523', '952321631043')
('9523', '952321631044')
('9523', '952321631045')
('9523', '952321631046')
('9523', '952321631047')
('9523', '952321631048')
('9523', '952321631049')
('9523', '952321631050')
('9523', '952321631051')
('9523', '952321631052')
('9523', '952321631053')
('9523', '952321631054')
('9523', '952321631055')
('9523', '952321631056')
('9523', '952321631057')
('9523', '952321631058')
('9523', '952321631059')
('9523', '952321631060')
('9523', '952320631001')
('9523', '952320631002')
('9523', '952320631003')
('9523', '952320631004')
('9523', '952320631005')
('9523', '952320631006')
('9523', '952320631007')
('9523', '952320631008')
('9523', '952320631009')
('9523', '952320631010')
('9523', '952320631011')
('9523', '952320631012')
('9523', '952320631013')
('9523', '952320631014')
('9523', '952320631015')
('9523', '952320631016')
('9523', '952320631017')
('9523', '952320631018')
('9523', '952320631019')
('9523', '952320631020')
('9523', '952320631021')
('9523', '952320631022')
('9523', '952320631023')
('9523', '952320631024')
('9523', '952320631025')
('9523', '952320631027')
('9523', '952320631028')
('9523', '952320631029')
('9523', '952320631030')
('9523', '952320631032')
('9523', '952320631033')
('9523', '952320631034')
('9523', '952320631035')
('9523', '952320631036')
('9523', '952320631038')
('9523', '952320631039')
('9523', '952320631040')
('9523', '952320631042')
('9523', '952320631043')
('9523', '952320631044')
('9523', '952320631046')
('9523', '952320631047')
('9523', '952320631048')
('9523', '952320631049')
('9523', '952320631050')
('9523', '952320631051')
('9523', '952320631052')
('9523', '952320631053')
('9523', '952320631055')
('9523', '952320631056')
('9523', '952320631057')
('9523', '952320631058')
('9523', '952320631060')
('9524', '952418103001')
('9524', '952418103002')
('9524', '952418103003')
('9524', '952418103004')
('9524', '952418103005')
('9524', '952418103006')
('9524', '952418103007')
('9524', '952418103008')
('9524', '952418103302')
('9524', '952418104001')
('9524', '952418104002')
('9524', '952418104003')
('9524', '952418104004')
('9524', '952418104005')
('9524', '952418104006')
('9524', '952418104007')
('9524', '952418104008')
('9524', '952418104009')
('9524', '952418104010')
('9524', '952418104011')
('9524', '952418104012')
('9524', '952418104013')
('9524', '952418104014')
('9524', '952418104016')
('9524', '952418104017')
('9524', '952418104018')
('9524', '952418104020')
('9524', '952418104021')
('9524', '952418104301')
('9524', '952418105001')
('9524', '952418105003')
('9524', '952418105004')
('9524', '952418105005')
('9524', '952418105006')
('9524', '952418105007')
('9524', '952418105008')
('9524', '952418105010')
('9524', '952418105011')
('9524', '952418105013')
('9524', '952418105014')
('9524', '952418105015')
('9524', '952418105016')
('9524', '952418105017')
('9524', '952418105018')
('9524', '952418105019')
('9524', '952418105020')
('9524', '952418105301')
('9524', '952418106001')
('9524', '952418106002')
('9524', '952418106003')
('9524', '952418106004')
('9524', '952418106005')
('9524', '952418106006')
('9524', '952418106007')
('9524', '952418106008')
('9524', '952418106009')
('9524', '952418106010')
('9524', '952418106011')
('9524', '952418106012')
('9524', '952418106013')
('9524', '952418106014')
('9524', '952418106015')
('9524', '952418106016')
('9524', '952418106017')
('9524', '952418106018')
('9524', '952418106019')
('9524', '952418106020')
('9524', '952418114001')
('9524', '952418114003')
('9524', '952418114004')
('9524', '952418114005')
('9524', '952418114006')
('9524', '952418114007')
('9524', '952418114010')
('9524', '952418114011')
('9524', '952418114012')
('9524', '952418114013')
('9524', '952418114015')
('9524', '952418114016')
('9524', '952418114017')
('9524', '952418114018')
('9524', '952418114019')
('9524', '952418114020')
('9524', '952418114021')
('9524', '952418114022')
('9524', '952418114301')
('9524', '952418115002')
('9524', '952418115003')
('9524', '952418115004')
('9524', '952418115005')
('9524', '952418115006')
('9524', '952418115007')
('9524', '952418115009')
('9524', '952418115010')
('9524', '952418115014')
('9524', '952418115015')
('9524', '952418115016')
('9524', '952418115017')
('9524', '952418115018')
('9524', '952418115020')
('9524', '952418115021')
('9524', '952418115022')
('9524', '952418115301')
('9524', '952418115302')
('9524', '952418116001')
('9524', '952418116003')
('9524', '952418116004')
('9524', '952418116005')
('9524', '952418116006')
('9524', '952418116007')
('9524', '952418116008')
('9524', '952418116009')
('9524', '952418116010')
('9524', '952418116011')
('9524', '952418116013')
('9524', '952418116014')
('9524', '952418116015')
('9524', '952418116016')
('9524', '952418116018')
('9524', '952418116019')
('9524', '952418116020')
('9524', '952418116021')
('9524', '952418123002')
('9524', '952418123003')
('9524', '952418123004')
('9524', '952418123005')
('9524', '952418123006')
('9524', '952418123007')
('9524', '952418123008')
('9524', '952418123009')
('9524', '952418123011')
('9524', '952418123012')
('9524', '952418123013')
('9524', '952418123014')
('9525', '952520103008')
('9525', '952520103010')
('9525', '952518103001')
('9525', '952518103002')
('9525', '952518103003')
('9525', '952518103004')
('9525', '952521104022')
('9525', '952521104025')
('9525', '952521104053')
('9525', '952520104009')
('9525', '952520104012')
('9525', '952520104025')
('9525', '952520104037')
('9525', '952520104038')
('9525', '952520104301')
('9525', '952520104302')
('9525', '952518104001')
('9525', '952518104002')
('9525', '952518104005')
('9525', '952518104006')
('9525', '952518104008')
('9525', '952518104010')
('9525', '952518104011')
('9525', '952518104012')
('9525', '952518104013')
('9525', '952518104014')
('9525', '952518104016')
('9525', '952518104018')
('9525', '952518104019')
('9525', '952518104020')
('9525', '952518104021')
('9525', '952520105005')
('9525', '952518105001')
('9525', '952518105003')
('9525', '952518105301')
('9525', '952521106004')
('9525', '952521106006')
('9525', '952521106012')
('9525', '952521106022')
('9525', '952521106024')
('9525', '952520106017')
('9525', '952520106026')
('9525', '952518106001')
('9525', '952518106002')
('9525', '952518106003')
('9525', '952518106004')
('9525', '952518106006')
('9525', '952518106007')
('9525', '952518106008')
('9525', '952518106009')
('9525', '952518106010')
('9525', '952518106011')
('9525', '952518106013')
('9525', '952518106014')
('9525', '952518106015')
('9525', '952518106016')
('9525', '952518106017')
('9525', '952518106020')
('9525', '952520114004')
('9525', '952520114011')
('9525', '952520114012')
('9525', '952520114302')
('9525', '952518114005')
('9525', '952518114006')
('9525', '952518114007')
('9525', '952518114008')
('9525', '952518114009')
('9526', '952618103001')
('9526', '952618103002')
('9526', '952618103003')
('9526', '952618103004')
('9526', '952618103005')
('9526', '952618103006')
('9526', '952618103007')
('9526', '952618103301')
('9526', '952618103302')
('9526', '952618103303')
('9526', '952618104001')
('9526', '952618104002')
('9526', '952618104003')
('9526', '952618104004')
('9526', '952618104005')
('9526', '952618104006')
('9526', '952618104007')
('9526', '952618104008')
('9526', '952618104009')
('9526', '952618104010')
('9526', '952618104011')
('9526', '952618104012')
('9526', '952618104013')
('9526', '952618104014')
